IMPORTANT :

This document is based on the standard data model of Sage X3 and may contain errors as it is an AI translation from images.
Throughout the document, tables are generally represented in the form XXX - YYYYYYYYYY where XXX is the abbreviated code of the table and YYYYYYYYYY is the actual code of the table in the database.
For fields, sometimes the notation AAAA: BBBBBBBBBB is used, where AAAA indicates the index code and BBBBBBBBBB indicates the field code.

This document, though assisted by AI, bears the mark of Guillaume Clément's passionate dedication, which spanned countless hours.

# COMMON DATA 1 - COMPANY AND SITES

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
TVT - TABVAT | Tax code table | TYT0 : VAT + LEG | TAX | N/A | N/A | N/A
TUN - TABUNIT | Table of units of measure | TUN0 : UOM | UOM | N/A | N/A | N/A
LOT - GENTLOT | Accounting journal batches | LOT0 : LOT | LOT | LOH - GENTLOTH | Batch entry header | LOH0 : LOT + ORNVCRC
LOH - GENTLOTH | Batch entry header | LOH0 : LOT + ORNVCRC | LOT, ORNVCRC | LOD - GENTLOTD | General batch entry lines | LOD0 : LOT + ORNVCRC + LIN
LOD - GENTLOTD | General batch entry lines | LOD0 : LOT + ORNVCRC + LIN | LOT, ORNVCRC, LIN | LOA - GENTLOTA | Analytical batch entry lines | LOA0 : LOT + ORNVCRC + LIN + ANALIN
LOA - GENTLOTA | Analytical batch entry lines | LOA0 : LOT + ORNVCRC + LIN + ANALIN | LOT, ORNVCRC, LIN, ANALIN | N/A | N/A | N/A
DSP - CADSP | Analytical allocations | DSP0 : DSP | DSP | GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC
BPR - BPARTNER | Business partner | BPR0 : BPRNUM | BPR | N/A | N/A | N/A
ADI - ATABDIV | Miscellaneous tables | CODE : NUMTAB + CODE | 351|STT1, 352|STT2, 353|STT3 | N/A | N/A | N/A
CPY - COMPANY | Company | CPY0 : CPY | DACDIA | GDE - GDIAENTRY | Entry transactions | GDE0 : DIA
CPY - COMPANY | Company | CPY0 : CPY | ACCCUR | TCU - TABCUR | Currency table | TCU0 : CUR
CPY - COMPANY | Company | CPY0 : CPY | ACM | GCM - GACM | Account core model | GCM0 : GACM
CPY - COMPANY | Company | CPY0 : CPY | LEGCPY | FCY - FACILITY | Sites | FCY0 : FCY
FCY - FACILITY | Sites | FCY0 : FCY | FCY | LOT - GENTLOT | Accounting journal batches | LOT0 : LOT
GCM - GACM | Account core model | GCM0 : GACM | LED | LED - GLED | Ledger | LED0 : LED
LED - GLED | Ledger | LED0 : LED | COA | COA - GCOA | Chart of accounts | COA0 : COA
TCU - TABCUR | Currency table | TCU0 : CUR | CUR | CPY - COMPANY | Company | CPY0 : CPY
COA - GCOA | Chart of accounts | COA0 : COA | COAACC | GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC
GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC | ACC | DSP - CADSP | Analytical allocations | DSP0 : DSP
GTE - GTYACCENT | Document types | GTE0 : TYP + LEG | TYP | JOU - GJOURNAL | Journal codes | JOU0 : JUD + LEG
GTE - GTYACCENT | Document types | GTE0 : TYP + LEG | TYP | LOT - GENTLOT | Accounting journal batches | LOT0 : LOT
JOU - GJOURNAL | Journal codes | JOU0 : JUD + LEG | JOU | GTE - GTYACCENT | Document types | GTE0 : TYP + LEG
LOT - GENTLOT | Accounting journal batches | LOT0 : LOT | LOT | LOH - GENTLOTH | Batch entry header | LOH0 : LOT + ORNVCRC
LOH - GENTLOTH | Batch entry header | LOH0 : LOT + ORNVCRC | LOT, ORNVCRC | LOD - GENTLOTD | General batch entry lines | LOD0 : LOT + ORNVCRC + LIN
LOD - GENTLOTD | General batch entry lines | LOD0 : LOT + ORNVCRC + LIN | LOT, ORNVCRC, LIN | LOA - GENTLOTA | Analytical batch entry lines | LOA0 : LOT + ORNVCRC + LIN + ANALIN
DIE - GDIE | Dimension types | DIE0 : DIE | DIE | CCE - CACCE | Dimensions | CCE0 : DIE + CCE
CCE - CACCE | Dimensions | CCE0 : DIE + CCE | CCE | DIE - GDIE | Dimension types | DIE0 : DIE
DSP - CADSP | Analytical allocations | DSP0 : DSP | ACC | GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC

# ACCOUNTING 3 - ACCOUNTING DATA

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
GCM - GACM | Account core model | GCM0 : GCM | ACM | CPY - COMPANY | Company | CPY0 : CPY
CPY - COMPANY | Company | CPY0 : CPY | CPY | AGC - AGRCPY | Company groupings | AGC0 : GRP - CPY
CPY - COMPANY | Company | CPY0 : CPY | ACCCUR | TCU - TABCUR | Currency table | TCU0 : CUR
CPY - COMPANY | Company | CPY0 : CPY | LEGCPY | FCY - FACILITY | Sites | FCY0 : FCY
TCU - TABCUR | Currency table | TCU0 : CUR | CUR | GCU - GRPCUR | Currency groups | GCU0 : GRP
TCU - TABCUR | Currency table | TCU0 : CUR | CUR | CPY - COMPANY | Company | CPY0 : CPY
FCY - FACILITY | Sites | FCY0 : FCY | FCY | CPY - COMPANY | Company | CPY0 : CPY
COA - GCOA | Chart of accounts | COA0 : COA | COA | GSC - GRPSAC | Control groups | GSC0 : COA + GRU - NULM
COA - GCOA | Chart of accounts | COA0 : COA | COA | GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC
GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC | ACC | GDD - GDIAENTRYD | Journal entry transactions | GDD0 : DIA + FLID
GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC | ACC | GDE - GDIAENTRY | Entry transactions | GDE0 : DIA
GDD - GDIAENTRYD | Journal entry transactions | GDD0 : DIA + FLID | DIA | GDE - GDIAENTRY | Entry transactions | GDE0 : DIA
GDE - GDIAENTRY | Entry transactions | GDE0 : DIA | DIA | CPY - COMPANY | Company | CPY0 : CPY
GDE - GDIAENTRY | Entry transactions | GDE0 : DIA | DIA | DIE - GDIE | Dimension types | DIE0 : DIE
GDE - GDIAENTRY | Entry transactions | GDE0 : DIA | DIA | GDA - GDIAACC | Account scheme header | GDA0 : DIA
DIE - GDIE | Dimension types | DIE0 : DIE | DIE | GDE - GDIAENTRY | Entry transactions | GDE0 : DIA
DIE - GDIE | Dimension types | DIE0 : DIE | DIE | CCE - CACCE | Dimensions | CCE0 : DIE + CCE
CCE - CACCE | Dimensions | CCE0 : DIE + CCE | CCE | DIE - GDIE | Dimension types | DIE0 : DIE
GDA - GDIAACC | Account scheme header | GDA0 : DIA | DIA | GDE - GDIAENTRY | Entry transactions | GDE0 : DIA
GDA - GDIAACC | Account scheme header | GDA0 : DIA | DIA | GDC - GDIAACCD | Account scheme lines | GDC0 : DIA + LINNUM
GDC - GDIAACCD | Account scheme lines | GDC0 : DIA + LINNUM | DIA | GDA - GDIAACC | Account scheme header | GDA0 : DIA
DSP - CADSP | Analytical allocations | DSP0 : DSP + NBRDSP | DSP | GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC
TVT - TABVAT | Tax code table | TYT0 : VAT + LEG | VAT | DTP - CADISTMP | Budget weighting codes | DTP0 : DTP
ADI - ATABDIV | Miscellaneous tables | CODE : NUMTAB + CODE | N/A | N/A | N/A | N/A
AGC - AGRCPY | Company groupings | AGC0 : GRP - CPY | GRP - CPY | CPY - COMPANY | Company | CPY0 : CPY
GSC - GRPSAC | Control groups | GSC0 : COA + GRU - NULM | GRU - NULM | COA - GCOA | Chart of accounts | COA0 : COA
GCU - GRPCUR | Currency groups | GCU0 : GRP | GRP | TCU - TABCUR | Currency table | TCU0 : CUR

# ACCOUNTING 4 - BUDGETS

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
TCU - TABCUR | Currency table | TCU0 : CUR | CUR | BUD - BUD | Budget table | BUD0 : LEDTYP + BUD + CPY + FCY + VCR + ACC + CCE1 + CCE2 + CCE3
BUC - BUDFORCAL | Budget calculation formula | BUC0 : BUDFOR + LIN | BUDFOR | BVC - BUDVARCAL | Budget calculation variable | BVC0 : BUDFOR + VARCOD
BVC - BUDVARCAL | Budget calculation variable | BVC0 : BUDFOR + VARCOD | FCY | CPY - COMPANY | Company | CPY0 : CPY
CPY - COMPANY | Company | CPY0 : CPY | FCY | FCY - FACILITY | Sites | FCY0 : FCY
BUP - BUDPAR | Budget setup | BUP0 : BUD | BUD | BUD - BUD | Budget table | BUD0 : LEDTYP + BUD + CPY + FCY + VCR + ACC + CCE1 + CCE2 + CCE3
BUD - BUD | Budget table | BUD0 : LEDTYP + BUD + CPY + FCY + VCR + ACC + CCE1 + CCE2 + CCE3 | AX12:CCE2, AX13:CCE3, COA:ACC | CCE - CACCE | Dimensions | CCE0 : DIE + CCE
COA - GCOA | Chart of accounts | COA0 : COA | ACC | GAC - GACCOUNT | Accounts | GAC0 : COA + ACC
CCE - CACCE | Dimensions | CCE0 : DIE + CCE | DIE | DIE - GDIE | Dimension types | DIE0 : DIE
GYM - GACCPYM | Account pyramids | GYM0 : PYM | PYMACC | CYY - GCCEPYM | Dimension pyramids | CYY0 : PYM
CYY - GCCEPYM | Dimension pyramids | CYY0 : PYM | PYMACC | GYM - GACCPYM | Account pyramids | GYM0 : PYM
TCU - TABCUR | Currency table | TCU0 : CUR | - | - | - | -
BUC - BUDFORCAL | Budget calculation formula | BUC0 : BUDFOR + LIN | BUDFOR | BVC - BUDVARCAL | Budget calculation variable | BVC0 : BUDFOR + VARCOD
BVC - BUDVARCAL | Budget calculation variable | BVC0 : BUDFOR + VARCOD | FCY | FCY - FACILITY | Sites | FCY0 : FCY
CPY - COMPANY | Company | CPY0 : CPY | LEGCPY | FCY - FACILITY | Sites | FCY0 : FCY
FCY - FACILITY | Sites | FCY0 : FCY | - | - | - | -
BUP - BUDPAR | Budget setup | BUP0 : BUD | BUD | BUD - BUD | Budget table | BUD0 : LEDTYP + BUD + CPY + FCY + VCR + ACC + CCE1 + CCE2 + CCE3
BUD - BUD | Budget table | BUD0 : LEDTYP + BUD + CPY + FCY + VCR + ACC + CCE1 + CCE2 + CCE3 | BUD, FCY, AX12:CCE2, AX13:CCE3, AX14:DIE, COA:ACC | BUP - BUDPAR, FCY - FACILITY, CCE - CACCE, DIE - GDIE, COA - GCOA | Budget setup, Sites, Dimensions, Dimension types, Chart of accounts | BUP0 : BUD, FCY0 : FCY, CCE0 : DIE + CCE, DIE0 : DIE, COA0 : COA
GYM - GACCPYM | Account pyramids | GYM0 : PYM | PYMACC | CYY - GCCEPYM | Dimension pyramids | CYY0 : PYM
CYY - GCCEPYM | Dimension pyramids | CYY0 : PYM | PYMACC, PYMCE | GYM - GACCPYM, CCE - CACCE | Account pyramids, Dimensions | GYM0 : PYM, CCE0 : DIE + CCE
CCE - CACCE | Dimensions | CCE0 : DIE + CCE | DIE, AX12:OCE2, AX13:OCE3, COA:ACC | DIE - GDIE, COA - GCOA | Dimension types, Chart of accounts | DIE0 : DIE, COA0 : COA
COA - GCOA | Chart of accounts | COA0 : COA | ACC | GAC - GACCOUNT | Accounts | GAC0 : COA + ACC
GAC - GACCOUNT | Accounts | GAC0 : COA + ACC | - | - | - | -
DIE - GDIE | Dimension types | DIE0 : DIE | - | - | - | -

# ACCOUNTING 5 - PAYMENT

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
TPY - TABPAYTYP | Payment types | TPY0 : PAYTYP + LEG | - | - | - | -
FCY - FACILITY | Sites | FCY0 : FCY | - | - | - | -
TCU - TABCUR | Currency table | TCU0 : CUR | - | - | - | -
PRO - PROROG | Due date extension | PRO0 : NUM | PAYTYP | TPY - TABPAYTYP | Payment types | TPY0 : PAYTYP + LEG
BES - BILSTA | Statement of bill of exchange | BES0 : FRNUM + LIN | NUM | PYH - PAYMENTH | Payment header | PYH0 : NUM
UNP - UNPAID | Doubtful receipt entry | UNP0 : NUM + CUR | NUM | PYH - PAYMENTH | Payment header | PYH0 : NUM
GAC - GACCOUNT | Accounts | GAC0 : COA + ACC | ACC | COA - GCOA | Chart of accounts | COA0 : COA
COA - GCOA | Chart of accounts | COA0 : COA | COA | GAC - GACCOUNT | Accounts | GAC0 : COA + ACC
PYH - PAYMENTH | Payment header | PYH0 : NUM | NUM, FCY, CUR, BPR, BAN, PAM/VG/US/CLE | BES - BILSTA, FCY - FACILITY, TCU - TABCUR, BPR - BPRPARTNER, BAN - BANK, ADI - ATABDIV | Statement of bill of exchange, Sites, Currency table, Business partner, Bank accounts, Payment mode table | BES0 : FRNUM + LIN, FCY0 : FCY, TCU0 : CUR, BPR0 : BPRNUM, BAN0 : BAN
BPR - BPRPARTNER | Business partner | BPR0 : BPRNUM | BPR | PYH - PAYMENTH | Payment header | PYH0 : NUM
BAN - BANK | Bank accounts | BAN0 : BAN | BAN | PYH - PAYMENTH | Payment header | PYH0 : NUM
ADI - ATABDIV | Payment mode table | TAD0 : PAM + LEG | PAM/VG/US/CLE | PYH - PAYMENTH | Payment header | PYH0 : NUM
PYD - PAYMENTD | Payment lines | PYD0 : NUM + LIN | NUM/LIN | PYH - PAYMENTH | Payment header | PYH0 : NUM
PYA - PAYMENTA | Analytical payment lines | PYA0 : NUM + LIN + LANNAA | NUM/LIN | PYD - PAYMENTD | Payment lines | PYD0 : NUM + LIN
CDA - GACCDENCOD | Payment attribute | CDA0 : COD + LEG | - | - | - | -
DUD - GACCDUDATE | Open items | DUD0 : TYP + NUM + LIN + DUDLIG | NUM/LIG | SID - SIVOICED | Bill of sale detail | SID0 : NUM + SIDLIN
SID - SIVOICED | Bill of sale detail | SID0 : NUM + SIDLIN | NUM/LIG | DUD - GACCDUDATE | Open items | DUD0 : TYP + NUM + LIN + DUDLIG
DSP - CADSP | Analytical allocations | DSP0 : DSP + NEDRSP | - | - | - | -
PAN - PAYACCNUM | Payment accounting entry | PAN0 : NUM + STA + ACCNUM | ACCNUM | GAC - GACCOUNT | Accounts | GAC0 : COA + ACC
POO - POOL | Banking pool | POO0 : POO + LIN | - | - | - | -
TFB - TABFILBAN | Bank file definitions | TFB0 : CED + BAN + RECTYP + LEG + NUM | - | - | - | -
RBK - RELBANK | Bank account statement | RBK0 : BAN + RBKNUM + RECINTYP + LEG | - | - | - | -
PRP - PROROGPCE | Due date extension | PRP0 : ACCNUM | - | - | - | -
PID - PINVOICED | Purchase invoice detail | PID0 : NUM + PIDLIN | - | - | - | -
TBT - TABVAT | Tax code table | TBT0 : VAT + LEG | VATLIN | COA - GCOA | Chart of accounts | COA0 : COA
DIE - GDIE | Dimension types | DIE0 : DIE | - | - | - | -
CCE - CACCE | Dimensions | CCE0 : DIE + CCE | - | - | - | -

# ACCOUNTING 6 - OPERATING BUDGETS

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
BUT - BUDTYP | Budget type | BUT0 : BUDCCD | BUDTYP | PRJ - PROJET | Project | PRJ1 : PRJ
PRJ - PROJET | Project | PRJ1 : PRJ | PRJ | CCE - CACCE | Dimensions | CCE0 : DIE + CCE
CCE - CACCE | Dimensions | CCE0 : DIE + CCE | DIE2>ENV | ENV - ENVELOPE | Envelope | ENV0 : ENV
CCE - CACCE | Dimensions | CCE0 : DIE + CCE | DIE2>ENV | BUP - BUDPAR | Budget setup | BUP0 : BUD
ENT - ENTITÉ | Entity | ENT0 : ENT | DIE|ENT | BUP - BUDPAR | Budget setup | BUP0 : BUD
ENT - ENTITÉ | Entity | ENT0 : ENT | ENTINMA or ENTAPP or ENTRAT | ENV - ENVELOPE | Envelope | ENV0 : ENV
ENV - ENVELOPE | Envelope | ENV0 : ENV | ENV | ENF - ENVFIY | Distribute envelope/fiscal year | ENF0 : ENV + FIYNUM
ENV - ENVELOPE | Envelope | ENV0 : ENV | CCE2>FIY | ENF - ENVFIY | Distribute envelope/fiscal year | ENF0 : ENV + FIYNUM
ENF - ENVFIY | Distribute envelope/fiscal year | ENF0 : ENV + FIYNUM | ENV/FIY | BUD - BUD | Budget table | BUD0 : LEDTY + BUD + CPY + FYI + VRF + ACC + CECT + CCE2 + CCE3
BUD - BUD | Budget table | BUD0 : LEDTY + BUD + CPY + FYI + VRF + ACC + CECT + CCE2 + CCE3 | ACCNUM | BOA - BUDAPP | Budget approval | BOA0 : NUM
BOA - BUDAPP | Budget approval | BOA0 : NUM | NUMAPP | BAD - BUDAPPDET | Approval detail | BAD0 : NUMERO + NUMAPP
BVD - BUDREVDET | Review detail | BVD0 : NUMERO + NUMREV | NUMREV | BRV - BUDREV | Budget review | BRV0 : NUM
BUT - BUDTYP | Budget type | BUT0 : BUDCCD | BUDTYP | PRJ - PROJET | Project | PRJ1 : PRJ
PRJ - PROJET | Project | PRJ1 : PRJ | PRJ | PLJ - PRJLOT | Lot | PLJ0 : PRU + LOT
PRJ - PROJET | Project | PRJ1 : PRJ | PRJ | CCE - CACCE | Dimensions | CCE0 : DIE + CCE
CCE - CACCE | Dimensions | CCE0 : DIE + CCE | DIE2>ENV | ENV - ENVELOPE | Envelope | ENV0 : ENV
CCE - CACCE | Dimensions | CCE0 : DIE + CCE | DIE2>ENV | BUP - BUDPAR | Budget setup | BUP0 : BUD
BUP - BUDPAR | Budget setup | BUP0 : BUD | DIE|ENT | ENT - ENTITÉ | Entity | ENT0 : ENT
ENT - ENTITÉ | Entity | ENT0 : ENT | ENTINMA or ENTAPP or ENTRAT | ENV - ENVELOPE | Envelope | ENV0 : ENV
ENV - ENVELOPE | Envelope | ENV0 : ENV | ENV | ENF - ENVFIY | Distribute envelope/fiscal year | ENF0 : ENV + FIYNUM
ENV - ENVELOPE | Envelope | ENV0 : ENV | ENV | ENF - ENVFIY | Distribute envelope/fiscal year | ENF0 : ENV + FIYNUM
ENF - ENVFIY | Distribute envelope/fiscal year | ENF0 : ENV + FIYNUM | ENV/FIY | BUD - BUD | Budget table | BUD0 : LEDTY + BUD + CPY + FYI + VRF + ACC + CECT + CCE2 + CCE3
ENF - ENVFIY | Distribute envelope/fiscal year | ENF0 : ENV + FIYNUM | CCE2>FY | CCE - CACCE | Dimensions | CCE0 : DIE + CCE
BUD - BUD | Budget table | BUD0 : LEDTY + BUD + CPY + FYI + VRF + ACC + CECT + CCE2 + CCE3 | ACCNUM | BOA - BUDAPP | Budget approval | BOA0 : NUM
BOA - BUDAPP | Budget approval | BOA0 : NUM | NUMAPP | BAD - BUDAPPDET | Approval detail | BAD0 : NUMERO + NUMAPP
BUD - BUD | Budget table | BUD0 : LEDTY + BUD + CPY + FYI + VRF + ACC + CECT + CCE2 + CCE3 | ACCNUM | BVD - BUDREVDET | Review detail | BVD0 : NUMERO + NUMREV
BOA - BUDAPP | Budget approval | BOA0 : NUM | NUMAPP | BVD - BUDREVDET | Review detail | BVD0 : NUMERO + NUMREV
BVD - BUDREVDET | Review detail | BVD0 : NUMERO + NUMREV | NUMREV | BRV - BUDREV | Budget review | BRV0 : NUM

# ACCOUNTING 7 - FIXED ASSET

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
CPY - COMPANY | Company | CPYO : CPY | CPY | FCY - FACILITY | Company to Sites relationship | FCYO : FCY
CPY - COMPANY | Company | CPYO : CPY | CPY | CNX - CONTEXT | Company to Contexts relationship | CNXO : CPY + CNX
FCY - FACILITY | Sites | FCYO : FCY | FCY | LOF - LAYOUTFAS | Sites to Expenses relationship | LOFP : CDLOCF + LNL0F
FCY - FACILITY | Sites | FCYO : FCY | FCY | PHY - PHYELT | Sites to Physical assets relationship | PHY01 : PHYREF
PHY - PHYELT | Physical assets | PHY01 : PHYREF | AASREF | FAS - FXDASSETS | Physical assets to Assets relationship | FASD : AASREF
LOF - LAYOUTFAS | Expenses | LOFP : CDLOCF + LNL0F | AASREF | FAS - FXDASSETS | Expenses to Assets relationship | FASD : AASREF

# CRM 1 - SERVICE REQUEST

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
SRE - SERREQUEST | Service requests | SRENUM | SRENUM | SRM - SRMAC | Base concerned | SRM1: SRENUM, MACNUM
SRE - SERREQUEST | Service requests | SRENUM | SRENUM | HDT - HDTTASK | After-sales serv. consumption | HOTD: SRENUM, HOTDNUM
SRE - SERREQUEST | Service requests | SRENUM | SRENUM | ECE - ESCSRE | Escalation history | ECE0: ESCCOD
SRE - SERREQUEST | Service requests | SRENUM | SRENUM | CON - CONTSERV | Service contract | CON0: CONNUM
SRE - SERREQUEST | Service requests | SRENUM | SRENUM | BPC - BPCUSTOMER | Customers | BPC0: BPCNUM
SRE - SERREQUEST | Service requests | SRENUM | SRENUM | REP - SALESREP | Sales rep | REP0: REPNUM
SRE - SERREQUEST | Service requests | SRENUM | SRENUM | OPP - OPPOR | Project | OPP0: OPPNUM
SRE - SERREQUEST | Service requests | SRENUM | SRENUM | AIN - CONTACTCRM | Contact relationships | AIN1: CNTNUM
SRM - SRMAC | Base concerned | SRM1: SRENUM, MACNUM | SRENUM | SRE - SERREQUEST | Service requests | SRENUM
SRM - SRMAC | Base concerned | SRM1: SRENUM, MACNUM | MACNUM | MAC - MACHINES | Installed base | MAC0: MACNUM
MAC - MACHINES | Installed base | MAC0: MACNUM | MACNUM | SRM - SRMAC | Base concerned | SRM1: SRENUM, MACNUM
PBL - FAMPB | Skill group | PBLNUM | PBLNUM | MAC - MACHINES | Installed base | MAC0: MACNUM
SOL - SOLUTION | Solutions | SOLNUM | PBLGRP | PBL - FAMPB | Skill group | PBL0: NUM
HD3 - HDC3LOB | Solutions text files | HD30: NUM + TYP | NUMPBLDES; TYPPBLDES | SOL - SOLUTION | Solutions | SOL0: NUM
HD1 - HDC1LOB | Service reqts text files | HD10: NUM + TYP | NUMFILES; TYPFILES | SRE - SERREQUEST | Service requests | SRENUM
FCY - FACILITY | Sites | FCY0: FCY | SALFCY | SRE - SERREQUEST | Service requests | SRENUM
FCY - FACILITY | Sites | FCY0: FCY | STOFCY | SRE - SERREQUEST | Service requests | SRENUM

# CRM 2 - SERRVICE CONTRACT

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
CON - CONTSERV | Service contract | COND: CONNUM | CPY | CPY - COMPANY | Company | CPY0: CPY
CON - CONTSERV | Service contract | COND: CONNUM | SALFCY | FCY - FACILITY | Sites | FCY0: FCY
CON - CONTSERV | Service contract | COND: CONNUM | SALREP | REP - SALESREP | Sales rep | REP0: REPNUM
CON - CONTSERV | Service contract | COND: CONNUM | CONNUM;1 | CQL - CONTQUAL | Quality constraints | CQLD: CONNUM + TPL + GRALEV
CON - CONTSERV | Service contract | COND: CONNUM | CONNUM;1 | COT - CONTTEMPL | Service contract template | COT0: CDNNUM
CON - CONTSERV | Service contract | COND: CONNUM | CONNUM;1 | CCV - CONTCOV | Service contracts coverage | CCVD: CONNUM + TPL + RECITP + SECRITP + RECCNUM
CON - CONTSERV | Service contract | COND: CONNUM | CONNUM;1 | CONPJT | OPP - OPPOR | Project | OPP0: OPPNUM
CON - CONTSERV | Service contract | COND: CONNUM | CONNUM;1 | CONCRN | AIN - CONTACTCRM | Contact relationships | AIN0: CNTNUM
CON - CONTSERV | Service contract | COND: CONNUM | CONNUM;1 | CONBPCPYR; CONBPCCRV; CONBPCGFW; CONBPCINV; CONCRN | BPC - BPCUSTOMER | Customers | BPC0: BPCNUM
CON - CONTSERV | Service contract | COND: CONNUM | CONNUM;2 | CQL - CONTQUAL | Quality constraints | CQLD: CONNUM + TPL + GRALEV
CON - CONTSERV | Service contract | COND: CONNUM | CONNUM;2 | COT - CONTTEMPL | Service contract template | COT0: CDNNUM
CON - CONTSERV | Service contract | COND: CONNUM | CONNUM;2 | ITMREF | ITM - ITMMASTER | Products | ITM0: ITMREF

# CRM 3 - SERVICE RESPONSE

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
ITN - INTERVEN | Service response | ITN0: NUM | SRVDENUM | SRE - SEREQUEST | Service requests | SREB: SRENUM
ITN - INTERVEN | Service response | ITN0: NUM | NUMFIULOBJ;TYPFIULOBJ | HD6 - HDC6LOB | CRM mini text files | HD60: NUM + TYP
ITN - INTERVEN | Service response | ITN0: NUM | NUMFILPRO;TYPFILPRO | HD2 - HDC2LOB | Actions text files | HD20: NUM + TYP
ITN - INTERVEN | Service response | ITN0: NUM | ITNUM | HDT - HDTTASK | After-sales serv. consumption | HOTD: HOTDNUM
ITN - INTERVEN | Service response | ITN0: NUM | ITNUM | MAC - MACHINES | Installed base | MAC0: MACNUM
ITN - INTERVEN | Service response | ITN0: NUM | SALFCY | FCY - FACILITY | Sites | FCY0: FCY
ITN - INTERVEN | Service response | ITN0: NUM | SALREP | REP - SALESREP | Sales rep | REP0: REPNUM
ITN - INTERVEN | Service response | ITN0: NUM | ORDNM | SOH - SORDER | Sales orders - header | SOH0: SOHNUM
ITN - INTERVEN | Service response | ITN0: NUM | RER | RRS - RESRES | Resource reservations | RRS0: NUM
ITN - INTERVEN | Service response | ITN0: NUM | RSSNUM | RSS - RESOURCES | Resources | RSS0: NUM
ITN - INTERVEN | Service response | ITN0: NUM | BPC | BPC - BPCUSTOMER | Customers | BPC0: BPCNUM
ITN - INTERVEN | Service response | ITN0: NUM | REP | AUS - AUTILIS | Users | CODUSR: USER
ITN - INTERVEN | Service response | ITN0: NUM | CCN | AIN - CONTACTCRM | Contact relationships | AIN0: CNTNUM
ITN - INTERVEN | Service response | ITN0: NUM | SRENUM | CON - CONTSERV | Service contract | CON0: CONNUM

# CRM 4 - INSTALLED BASES

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
MAC - MACHINES | Installed base | MAC0: MACNUM | CCNNUM | AIN - CONTACTCRM | Contact relationships | AIN0: CNTNUM
MAC - MACHINES | Installed base | MAC0: MACNUM | FCYITN | BPA - BPADDRESS | Addresses | BPAD: BPAINYP + BPANUM + BPADID
MAC - MACHINES | Installed base | MAC0: MACNUM | MACNUM | MAI - MACITN | Machine installations | MAI0: MACNUM
MAC - MACHINES | Installed base | MAC0: MACNUM | BPCNUM | BPC - BPCUSTOMER | Customers | BPC0: BPCNUM
MAC - MACHINES | Installed base | MAC0: MACNUM | MACPTCOD | ITM - ITMMASTER | Products | ITM0: ITMREF
MAC - MACHINES | Installed base | MAC0: MACNUM | SALFCY | FCY - FACILITY | Sites | FCY0: FCY

# CRM 5 - MARKETING

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
CWG - CMARKETING | Marketing campaign | CMGID: NUM | CMGNUM | HD5 - HD5CLOB | Marketing text files | HD50: NUM + TYP
CWG - CMARKETING | Marketing campaign | CMGID: NUM | CMGNUM | OMN - MEDIA | Media campaign | OMN0: CMNNUM
CWG - CMARKETING | Marketing campaign | CMGID: NUM | FCY | OMT - TRADESHOW | Professional trade shows | OMTD: OMTNUM
CWG - CMARKETING | Marketing campaign | CMGID: NUM | FCY | FCY - FACILITY | Sites | FCY0: FCY
CWG - CMARKETING | Marketing campaign | CMGID: NUM | FCY | SCL - SELCMGLIS | Marketing selection guide | SCL0: OPGNUM + RECTYPE
CWG - CMARKETING | Marketing campaign | CMGID: NUM | CMGNUM | OMP - PHONING | Phone campaign | OMP0: OMPNUM
CWG - CMARKETING | Marketing campaign | CMGID: NUM | CMGNUM | OMM - MAILING | Mass mailing | OMM0: OMNNUM
HD5 - HD5CLOB | Marketing text files | HD50: NUM + TYP | NUMFIULOBJ;TYPFIULOBJ | CWG - CMARKETING | Marketing campaign | CMGID: NUM
OMN - MEDIA | Media campaign | OMN0: CMNNUM | CMGNUM | CWG - CMARKETING | Marketing campaign | CMGID: NUM
OMT - TRADESHOW | Professional trade shows | OMTD: OMTNUM | FCY | CWG - CMARKETING | Marketing campaign | CMGID: NUM
OMT - TRADESHOW | Professional trade shows | OMTD: OMTNUM | FCY | FCY - FACILITY | Sites | FCY0: FCY
FCY - FACILITY | Sites | FCY0: FCY | FCY | OMT - TRADESHOW | Professional trade shows | OMTD: OMTNUM
