    Table  	Table Abbreviation	Key	Description	Duplicates
ORDERS  	ORD	ORD4	ITMREF+STOFCY+WIPTYP	Yes
ORDOOPAR  	ORO	ORO0	ID	No
ORDOPPAR  	ORP	ORP0	ID	No
OVENAT  	ONA	ONA0	OVENAT	No
OVERHEAD  	OVE	OVE0	OVECOD	No
PARADC  	PDC	PDC0	STOFCY	No
PARESC  	PEC	PEC0	ESCNUM	No
PARESC  	PEC	PEC1	ENAFLG+ESCCAT	Yes
PAREVT  	PVT	PVT0	EVT+PLN+EVTINT	No
PAREVT  	PVT	PVT1	EVT+EVTINT	No
PAREVTD  	PVD	PVD0	EVTINT+FLDNAM	No
PAREVTD  	PVD	PVD1	EVTINT	Yes
PAREVTD  	PVD	PVD2	EVTINT+NUMLIG+FLDNAM	No
PARFLUX  	PFL	PFL0	CODTXS+COA+POSTXS	No
PARFLUXDET  	PFD	PFD0	CODTXS+COA+POSTXS+GAC	No
PARFLUXDET  	PFD	PFD1	CODTXS+COA+GAC	No
PARJAL  	PJA	PJA0	MFGFCY	No
PARLDAP  	LDA	LDA0	CPY	No
PARMRP  	PCB	PCB0	STOFCY	No
PARMTO  	PTO	PTO0	PTOCOD	No
PARSTA1  	PS1	PS10	COD	No
PARSTA2  	PS2	PS20	COD	No
PARSTA2  	PS2	PS21	UPDCOD	Yes
PARSTALIG  	PSL	PSL0	COD+NUMLIG	No
PARSTOACC  	PAS	PAS0	LEG+CPY+TRSTYP	No
PARTAXUSA  	PTU	PTU0	COD	No
PARTRZL  	TZL	TZL0	KEYTZL	No
PARTRZL  	TZL	TZL1	OBJSRC+OBJDES+CPY	No
PARTRZLDET  	TZD	TZD0	KEYTZL+CODZONSRC+CODZONDES	No
PARWIPACC  	PWA	PWA0	LEG+CPY+TXNTYP	No
PARWIPACCS  	SWA	SWA0	LEG+CPY+TXNTYP	No
PAYACCNUM  	PAN	PAN0	TYPNUM+NUM+STA+ACCNUM	No
PAYACCNUMD  	PMD	PMD0	NUM+ACCSTA+ACCNUM	No
PAYFRM  	FRM	FRM0	FRMFLG+FRMNUM	No
PAYFRM  	FRM	FRM1	FRMFLG+TFBDAT-FILIDMOD	Yes
PAYFRM  	FRM	FRM2	FRMFLG+FRMGRP	Yes
PAYLOT  	PYL	PYL0	COD	No
PAYLOT  	PYL	PYL1	STA	Yes
PAYMENTA  	PYA	PYA0	NUM+LIN+LINANA	No
PAYMENTD  	PYD	PYD0	NUM+LIN	No
PAYMENTD  	PYD	PYD1	DUDNUM+DUDLIG+NUM+LIN	No
PAYMENTD  	PYD	PYD2	NUM+LIN+CURLIN	No
PAYMENTH  	PYH	PYH0	NUM	No
PAYMENTH  	PYH	PYH1	FRMFLG+FRMNUM+FRMLIN	Yes
PAYMENTH  	PYH	PYH2	PAYLOT+PAYLOTLIG+NUM	No
PAYMENTH  	PYH	PYH3	PAYTYP-NUM	No
PAYMENTH  	PYH	PYH4	DUDDAT+NUM	No
PAYMENTH  	PYH	PYH5	ACCDAT	Yes
PAYMENTPORD  	PYPTD	PYPTD0	NUM+LIN	No
PAYMENTPORH  	PYPTH	PYPTH0	NUM	No
PAYMTCTMP  	PMP	PMP0	NUM+NUMORD+LEDTYP+FCY+ACC+BPR+OCC1+OCC2	Yes
PAYMTCTMP  	PMP	PMP1	NUM+NUMORD+LEDTYP+FCY+ACC+BPR+ACCNUM	Yes
PAYMTCTMP  	PMP	PMP2	NUM+NUMORD+LEDTYP+CUR+FCY+ACC+BPR+OCC1+OCC2	Yes
PAYMTCTMP  	PMP	PMP3	UIDUSR	Yes
PAYMTCTMP2  	PM2	PM20	TYP+NUM+LEDTYP+CUR+FCY+ACC+BPR+ACCNUM	No
PAYMTCTMP2  	PM2	PM21	UIDUSR	Yes
PAYORDER  	PYO	PYO0	DUDNUM+DUDLIG+PAYNUM	No
PAYTMP  	PTP	PTP0	TYPREC+NUM+CODACE+LIGCODACE+VCRNUM+LIG+NUMORD	No
PAYTMP  	PTP	PTP1	TYPREC+NUM+CODACE+VCRNUM+LIG+LIGCODACE+NUMORD	No
PAYTMP  	PTP	PTP2	TYPREC+NUM+LIG+DUDNUM+DUDLIG+CODACE+LIGCODACE	Yes
PAYTMP  	PTP	PTP3	UIDUSR	Yes
PAYVAT  	PYHV	PYHV0	PAYNUM+PAYLIN+PAYMENTSTA	No
PBDBPGRP  	PBDBPG	PBDBPG0	COD+LEG	No
PBDBPGRPD  	PBDBPD	PBDBPD0	COD+LEG+BPR	No
PBDCONFIG  	PBDCNF	PBDCNF0	CODE+LEG	No
PBDCONFIG  	PBDCNF	PBDCNF1	LEG+GRPORCPY+LEDTYP+ROOTACC	Yes
PBDCONFIGD  	PBDCNFD	PBDCNFD0	CODE+LEG+ISINCLUDED+LINE	No
PBDECOCOD  	PBDECO	PBDECO0	COD+LEG	No
PBDECOCOD  	PBDECO	PBDECO1	LEG+COD	No
PBDECODITM  	PBDEIT	PBDEIT0	LEG+ITM	No
PBDGEN  	PBDGEN	PBDGEN0	CODE	No
PBDGEND  	PBDGEND	PBDGEND0	CODE+LEG+ISDETAIL+ISOITEM+LINE	No
PBDUICONF  	PBDUIC	PBDUIC0	LEG	No
PBDUICONFD  	PBDUID	PBDUID0	LEG+LIN	No
PDPDET  	PDD	CBD0	STOFCY+ITMREF+BUC+REQDAT+WIPTYP+WIPNUM	No
PDPDET  	PDD	CBD1	STOFCY+SUGTYP+SUGSTA+SUGNUM	Yes
PDPDET  	PDD	CBD2	STOFCY+ITMREF+WIPTYP+WIPSTA	Yes
PDPDET  	PDD	CBD3	ITMREF+STOFCY+BUC+REQDAT+WIPTYP+WIPNUM	No
PDPDET  	PDD	CBD4	ITMREFORI+STOFCY+WIPTYP+WIPSTA	Yes
PDPHEA  	PDH	CBH0	STOFCY+ITMREF	No
PDPHEA  	PDH	CBH1	STOFCY+LLC+ITMREF	No
PERIOD  	PER	PER0	CPY+LEDTYP+FIYNUM+PERNUM	No
PERIOD  	PER	PER1	LEDTYP	Yes
PFOOTINV  	PFI	PFI0	PFINUM	No
PHONECALL  	CLL	CLL0	CLLNUM	No
PHONECALL  	CLL	CLL1	CLLDATX	Yes
PHONECALL  	CLL	CLL2	CLLCMP	Yes
PHONECALL  	CLL	CLL3	CLLCCN	Yes
PHONECALL  	CLL	CLL4	CLLREP+CLLDATX	Yes
PHONECALL  	CLL	CLL5	CLLCMGNUM	Yes
PHONECALL  	CLL	CLL6	CLLOPGTYP+CLLOPGNUM	Yes
PHONECALL  	CLL	CLL7	CLLORIADI+CLLORIVCR+CLLORIVCRL	Yes
PHONECALL  	CLL	CLL8	CLLDAT+CLLHOU+CLLNUM	No
PHONING  	OMP	OMP0	OMPNUM	No
PHONING  	OMP	OMP1	CMGNUM	Yes
PHONING  	OMP	OMP2	OMPSTR	Yes
PHYBUI  	BUI	BUI0	BUICOD	No
PHYELT  	PHY	PHY0	PHYREF	No
PHYELT  	PHY	PHY3	BAC+CPY	Yes
PHYELT  	PHY	PHY4	CPY+FCY+PHYREF	No
PHYELT  	PHY	PHY5	AASREF+PHYREF	No
PHYLCT  	LCT	LCT0	LCTCOD	No
PHYLCT  	LCT	LCT1	FCY+LCTCOD	No
PHYLCT  	LCT	LCT2	BAC+FCY+LCTCOD	No
PHYMVT  	PMVT	PMVT0	PHYREF+NUM	No
PIMPL  	PIM	PIM0	PIMNUM	No
PIMPL  	PIM	PIM1	OPPNUM+TASCOD	Yes
PIMPL  	PIM	PIM2	OPPNUM+PBUCOD	Yes
PIMPL  	PIM	PIM4	OPPNUM	Yes
PIMPLSEL  	PIS	PIS0	PIMSSS+SEQ	Yes
PINVOICE  	PIH	PIH0	NUM	No
PINVOICE  	PIH	PIH1	BPR+BPRVCR	Yes
PINVOICE  	PIH	PIH2	GTE+NUM	No
PINVOICE  	PIH	PIH3	ACCDAT+BPR	Yes
PINVOICE  	PIH	PIH4	CUR+BPR+NUM	No
PINVOICE  	PIH	PIH5	CPY+EECNUMDEB+ACCDAT	Yes
PINVOICE  	PIH	PIH6	RCRNUM+RCRDAT	Yes
PINVOICED  	PID	PID0	NUM+PIDLIN	No
PINVOICED  	PID	PID1	TYPORI+NUMORI+LINORI+SEQORI+NUM+PIDLIN	No
PINVOICED  	PID	PID2	ITMREF+NUM+PIDLIN	No
PINVOICED  	PID	PID3	BPR+INVTYP+ITMREF+NUM+PIDLIN	No
PINVOICED  	PID	PID4	POHNUM+POPLIN+POQSEQ	Yes
PINVOICED  	PID	PJMPJT1	PJT	Yes
PINVOICEV  	PIV	PIV0	NUM	No
PITCOUNT  	PCT	PCT0	SRENUM+TPYFLG+FGVCAH+BPC+MAC+PBL+HDT+HDTSEQ	No
PITCOUNT  	PCT	PCT1	CONNUM	Yes
PITCOUNT  	PCT	PCT2	LOO	No
PITDEB  	PDB	PDB0	BPR+ITMREF+PBL	No
PITDEBD  	PBD	PBD0	BPR+ITMREF+PBL+PBDLIN	No
PIVOTS  	PIT	PIT0	ID	No
PIVZON  	PIZ	PIZ0	ID+LIN	No
PIVZON  	PIZ	PIZ1	ID+CODFIC+CODZONE	No
PIWRK  	PKW	SKW0	PRONUM+LEV	No
PIWRK  	PKW	SKW1	CREUSR+CREDAT+PRONUM+LEV	No
PJMAFF  	PAF	PAF0	OPPNUM+PAFCLB	No
PJMAUS  	PAUS	PAUS	PAUS	No
PJMAUSCAVA  	PJCV	PJCV0	PAUS+PAUSSEQ	No
PJMBUD  	PJBU	PJBU0	OPPNUM+PBUCOD	No
PJMBUD  	PJBU	PJBU1	OPPNUM+PBUSOR+PBUCOD	No
PJMBUD  	PJBU	PJBU2	OPPNUM+PBUPAE	Yes
PJMBUDI  	PJBUI	PJBUI	UIDSES+GRPOPP+GRPPBU	No
PJMBUDLIG  	PJLB	PJLB0	OPPNUM+PBUCOD+PLBSEQ	No
PJMBUDLIGI  	PJLBI	PJLBI	UIDSES+GRPOPP+GRPPBU+IMPSEQ	No
PJMBUDTRQ  	PJQ	PTQ0	PBTGRP+PBTCOD	No
PJMBUDTRS  	PJS	PTS0	PBTGRP+PBTCOD	No
PJMCLOB  	PJCB	PJCB0	CODBLB+IDENT1+IDENT2+IDENT3+IDENT4	No
PJMCNSVTETM1  	VT1	VT10	PRCIDN+VTESEQ+VT1SEQ	Yes
PJMCNSVTETM2  	VT2	VT20	PRCIDN+VT2SEQ	No
PJMCNSVTETM2  	VT2	VT21	PRCIDN+OPPNUM+TASCOD+OPENUM+OPESPLNUM+POANUM+DATBEGPER	No
PJMCNSVTETMP  	VTE	VTE0	PRCIDN+VTESEQ	No
PJMCNSVTETMP  	VTE	VTE1	PRCIDN+PAUS+DATBEGPER	No
PJMCNSVTETMP  	VTE	VTE2	PRCIDN+PAUS	Yes
PJMCOSTCTR  	PJCC	PCC0	PCCCOD	No
PJMCOSTDAT  	PCD	CSTD0	PCCCOD+PCCDATCST	No
PJMCOSTGRP  	PJCG	PCG0	PCCCOD+PCGTYP+PCGGRPMAT+PCGGRPLAB+PCGGRPMAC	No
PJMDE  	PJE	PJE0	PDESSS+PDESEQ	No
PJMFINCTORPT  	PJMCTO	PJC0	KEYEXT+SHOWGRP+OPPNUM+PSCSEQ	No
PJMFINCTORPT  	PJMCTO	PJC1	KEYEXT+SHOWGRP+OPPNUM+PBUPAE+PBUCOD+PCCGRPSOR+PCCGRP+PCCCOD	Yes
PJMFINOVRRPT  	PJMRPT	PJMR0	KEYEXT+SHOWGRP+OPPNUM+PSCSEQ	No
PJMFINOVRRPT  	PJMRPT	PJMR1	KEYEXT+SHOWGRP+OPPNUM+PBUPAE+PBUCOD	Yes
PJMFINOVRRPT  	PJMRPT	PJRM2	KEYEXT+SHOWGRP+OPPNUM+PBUPAE+PBUSOR+PBUCOD	Yes
PJMFINOVRRPT  	PJMRPT	PJRM3	KEYEXT+SHOWGRP+OPPNUM+PBUCOD	Yes
PJMMSTNEXINV  	PJMST	PJMST0	OPPNUM+TASCOD+PBUCOD+SEQLIN	No
PJMMSTNEXINV  	PJMST	PJMTS1	OPPNUM+PBUCOD+TASCOD+SEQLIN	No
PJMOPEAFF  	PJOA	PJOA0	OPPNUM+TASCOD+OPENUM+OPESPLNUM+POANUM	No
PJMOPEAFF  	PJOA	PJOA2	POACLB	Yes
PJMOPEAFFI  	PJOAI	PJOAI	UIDSES+GRPOPP+GRPTAS+IMPSEQ+IMPSEQ1	No
PJMOPSNPD  	PJSNPD	PJSNPD0	SNPCOD+SNPSEQ	No
PJMOPSNPH  	PJSNPH	PJSNPH0	SNPCOD	No
PJMPRGBILD  	PBILD	PBILD0	PRGBILNUM+SEQLIN	No
PJMPRGBILD  	PBILD	PBILD1	PRGBILNUM+PERSTRDAT+SEQLIN	No
PJMPRGBILH  	PBILH	PBILH0	PRGBILNUM	No
PJMPRGBILH  	PBILH	PBILH1	SOHNUM+SOPLIN+SOPSEQ	No
PJMPRGBILH  	PBILH	PBILH2	PRJLNK	Yes
PJMSALITMD  	PSPLD	PSPLD0	OPPNUM+PBUCOD+TASCOD+SEQNUM	No
PJMSALITMD  	PSPLD	PSPLD1	OPPNUM+TASCOD+PBUCOD+SEQNUM	No
PJMSC  	PJC	PJC0	PSCSSS+PSCSEQ	No
PJMSC  	PJC	PJC1	PSCSSS+OPPNUM+PBUPAE+PBUCOD	Yes
PJMSC  	PJC	PJC2	PSCSSS+OPPNUM+PBUPAE+PBUSOR+PBUCOD	Yes
PJMSCCT  	PJCCT	PJC0	PSCSSS+PSCSEQ	No
PJMSCCT  	PJCCT	PJC1	PSCSSS+OPPNUM+PBUPAE+PBUCOD+PCCGRPSOR+PCCGRP+PCCCOD	Yes
PJMSNPD  	PSNPD	PSNPD0	KEYEXT	No
PJMSNPD  	PSNPD	PSNPD1	SNPCOD+SNPSEQ	No
PJMSNPH  	PSNPH	PSNPH0	SNPCOD	No
PJMSNPW0  	PSW0	PSW0	PRONUM+OPPNUM+PBUPAE+PBUCOD	No
PJMSNPW0  	PSW0	PSW1	PRONUM+OPPNUM+PBUPAE+PBUSOR+PBUCOD	No
PJMSNPW1  	PSW1	PSW1	PRONUM+OPPNUM+PBUPAE+PBUCOD+PCCGRPSOR+PCCGRP+PCCCOD	No
PJMSOLITMD  	PSOD	PSOD0	PSONUM+SEQNUM	No
PJMSOLITMD  	PSOD	PSOD1	PSONUM+OPPNUM	Yes
PJMSOLITMH  	PSOH	PSOH0	PSONUM	No
PJMSOLITMH  	PSOH	PSOH1	DOCTYP+HDOCNUM	Yes
PJMSOLITMH  	PSOH	PSOH2	OPPNUM	Yes
PJMSOLITMO  	PSOO	PSOO0	PSONUM+OPPNUM+PBUCOD+TASCOD+SEQNUM	No
PJMTIMACT  	PTEAT	PTEAT0	CLB+PTESEQ	No
PJMTIMACT  	PTEAT	PTEAT1	CLB-PTEDAT+OPPNUM+PTETYP+PTESEQ	No
PJMTIMACTI  	PTEATI	PTEATI0	AUUID	No
PJMTIMCAT  	PJTC	PJTC0	CATCOD	No
PJMTIMEMP  	PTE	PTE0	CLB+PTESEQ	No
PJMTIMEMP  	PTE	PTE1	PIMTASCOD	Yes
PJMTIMEMP  	PTE	PTE2	PIMPBUCOD	Yes
PJMTIMEMP  	PTE	PTE3	CLB-PTEDAT+OPPNUM+PTESEQ	No
PJMTIMEMPI  	PTI	PTE0	AUUID	No
PJMTIMEMPRPT  	PTER	PTER0	RPTCOD	No
PJMTIMEMPTMP  	PTET	PTET0	IDENT1+CLB+PTESEQ	No
PJMTIMEMPTMP  	PTET	PTET1	IDENT1+CPY+CUR+FCY+PCCCOD	Yes
PJMTIMEMPTMP  	PTET	PTET2	IDENT1+CPY+CUR+FCY+PCCCOD+OPPNUM	Yes
PJMTIMEMPTMP  	PTET	PTET3	IDENT1+CPY+CUR+FCY+PCCCOD+PTEDAT	Yes
PJMTIMEMPTMP  	PTET	PTET4	IDENT1+CPY+CUR+FCY+PCCCOD+OPPNUM+SEP+PTEDAT	Yes
PJMTSK  	PJTA	PTA0	OPPNUM+TASCOD	No
PJMTSK  	PJTA	PTA1	KEYCONCAT	No
PJMTSK  	PJTA	PTA2	OPPNUM+TASSOR+TASCOD	No
PJMTSK  	PJTA	PTA3	OPPNUM+TASPAE	Yes
PJMTSKCAT  	PTC	CTA0	TCACOD	No
PJMTSKCATOPE  	PTCO	PCTO0	TCACOD+IPTCOSEQ	No
PJMTSKDEP  	PKD	PKD0	OPPNUM+TASCOD+OPENUM+ITTSEQ	No
PJMTSKDEP  	PKD	PKD1	OPPNUM+TASCOD+OPENUM	Yes
PJMTSKDEP  	PKD	PKD2	OPPNUM+TASCOD+ITTSEQ	Yes
PJMTSKDEP  	PKD	PKD3	OPPNUM+TASCOD	Yes
PJMTSKI  	PJTAI	PJTAI	UIDSES+GRPOPP+GRPTAS	No
PJMTSKITM  	JTT	JTT0	OPPNUM+TASCOD+ITTSEQ	No
PJMTSKITM  	JTT	JTT1	OPPNUM+TASCOD+ITMREF	Yes
PJMTSKITMI  	JTTI	JTTI	UIDSES+GRPOPP+GRPTAS+IMPSEQ	No
PJMTSKLNK  	PTLNK	PTLNK0	OPPNUM+TASCOD+SEQNUM	No
PJMTSKOPE  	PTKO	PTKO0	OPPNUM+TASCOD+OPENUM+OPESPLNUM	No
PJMTSKOPEI  	PTKOI	PTKOI	UIDSES+GRPOPP+GRPTAS+IMPSEQ	No
PJMTSKOPELNK  	OPLNK	OPLNK0	OPPNUM+TASCOD+OPENUM+OPESPLNUM+SEQNUM	No
PLANACT  	PLAACT	PLAACT0	ACTIONID	No
PLANACT  	PLAACT	PLAACT1	TRANTYPE+TRANACTION	No
PLANDET  	PLADET	PLADET_0	PLANID+LINENO	No
PLANDET  	PLADET	PLADET_1	PLANID+SORTSEQ	Yes
PLANHDR  	PLAHDR	PLAHDR_0	PLANID	No
PLGMKG  	PLG	PLG0	CMGNUM	Yes
PLGMKG  	PLG	PLG1	CLSNUM	Yes
PLGMKG  	PLG	PLG2	CLSNUM+SSS	Yes
PLGOPG  	PLO	PLO0	OPGNUM	Yes
PLGOPG  	PLO	PLO1	CLSNUM	Yes
PLGOPG  	PLO	PLO2	CMGNUM+OPGNUM+SSS	Yes
PLMDEFVAL  	PDV	PDV0	ID+CODFIC+CODZONE	No
PLMPAR  	PPA	PPA0	ID	No
POOL  	POO	POO0	POO+LIN	No
POPSCALEXP  	CEP	CEP0	WSTFCY+WST+STRDAT+ENDDAT	No
POPSCUSFLDS  	PSCF	PSCF0	MENNUM+MESNUM	No
POPSCUSVALS  	PSCV	PSCV0	FCY	No
POPSMRK  	MRK	MRK0	MFGNUM+OPENUM+MRKID	No
POPSOBJ  	PSOBJ	PSOBJ0	FCY+TYP+IDENT1+IDENT2	No
POPSPIN  	PIN	PIN0	MFGNUM+OPENUM+OPESPLNUM	No
POPSTAG  	TAG	TAG0	TAGID	No
PORDER  	POH	POH0	POHNUM	No
PORDER  	POH	POH1	BPSNUM+ORDDAT+POHNUM	No
PORDER  	POH	POH2	ORDDAT+POHNUM	No
PORDERC  	POC	POC0	POHNUM+POPLIN	No
PORDERC  	POC	POC1	POHNUM+ITMREF+PRHFCY	No
PORDERC  	POC	POC2	ITMREF+BETFCY+STRDAT	Yes
PORDERP  	POP	POP0	POHNUM+POPLIN+POPSEQ	No
PORDERP  	POP	POP1	POHNUM+POPLIN+POPDAT	No
PORDERP  	POP	POP2	PRHFCY+POHNUM+POPLIN	Yes
PORDERP  	POP	POP3	ITMREF+POHTYP	Yes
PORDERP  	POP	PJMPJT1	PJT	Yes
PORDERQ  	POQ	POQ0	POHNUM+POPLIN+POQSEQ	No
PORDERQ  	POQ	POQ1	LININVFLG+WIPSTA+BPSINV+ITMREF+POHNUM	Yes
PORDERQ  	POQ	POQ2	LINCLEFLG+WIPSTA+PRHFCY+BPSNUM+POHNUM	Yes
PORDERQ  	POQ	POQ3	POHNUM+POQLNK	No
PORDERQ  	POQ	POQ4	VCRTYPORI+VCRNUMORI+VCRLINORI+VCRSEQORI+ITMREFORI	Yes
PORDITM  	POI	POI0	USR+NOLIG	No
PORDITM  	POI	POI1	USR+POILIN	No
PORQRC  	PORQRC	PORQRC0	DOCTYP+DOCNUM	No
POSCOD  	POS	POS0	CRY+POSCOD+POSCTY+POSCTYCOD	No
POSCOD  	POS	POS1	CRY+POSCTY+POSCOD	Yes
POSCOD  	POS	POS2	CRY+POSCTYSEA+POSCOD	Yes
PPREASON  	PPR	PPR0	PRIREN	No
PPRICCONF  	PPC	PPC0	PLI	No
PPRICCONF  	PPC	PPC1	PLIENAFLG+PLITYP+PIO+PLI	No
PPRICFICH  	PPF	PPF0	PLI+PLICRD	No
PPRICLINK  	PPK	PPK0	CLE	No
PPRICLIST  	PPL	PPL0	PLI+PLICRD+PLILIN	No
PPRICLIST  	PPL	PPL1	PLI+PLICRI+PLISTRDAT	Yes
PPRICLIST  	PPL	PPL2	PLI+PLICRI1+PLISTRDAT	Yes
PPRICLIST  	PPL	PPL3	PLI+PLICRI2+PLISTRDAT	Yes
PPRIVARWRK  	PPV	PPV	PID	Yes
PQUOTAT  	PQH	PQH0	PQHNUM	No
PQUOTAT  	PQH	PQH1	PQHDAT+PQHNUM	No
PQUOTATD  	PQD	PQD0	PQHNUM+PQDLIN	No
PQUOTATD  	PQD	PQD1	PQHNUM+ITMREF	Yes
PQUOTATF  	PQF	PQF0	PQHNUM+BPSNUM	No
PQUOTATF  	PQF	PQF1	BPSNUM+PQHNUM	No
PRECEIPT  	PTH	PTH0	PTHNUM	No
PRECEIPT  	PTH	PTH1	BPSNDE	Yes
PRECEIPT  	PTH	PTH2	BPSNUM+RCPDAT	Yes
PRECEIPT  	PTH	PTH3	RCPDAT+PTHNUM	No
PRECEIPT  	PTH	PTH4	CPY+EECNUMDEB+RCPDAT	Yes
PRECEIPTD  	PTD	PTD0	PTHNUM+PTDLIN	No
PRECEIPTD  	PTD	PTD1	LININVFLG+BPSINV+ITMREF+PTHNUM+PTDLIN	No
PRECEIPTD  	PTD	PTD2	POHNUM+POPLIN+POQSEQ+PTHNUM+PTDLIN	No
PRECEIPTD  	PTD	PTD3	PRHFCY+BPSNUM+ITMREF+PTHNUM+PTDLIN	No
PRECEIPTD  	PTD	PJMPJT1	PJT	Yes
PREPINVOICE  	PREPI	PREPI0	PCNTNUM	No
PREPINVOICED  	PREPID	PREPID0	PCNTNUM+PCNTLIN	No
PREPINVOICED  	PREPID	PREPID1	INVNUM	Yes
PREPINVOICEF  	PREPIDF	PREPIDF0	PCNTNUMF+PCNTLINF	Yes
PREPINVOICEF  	PREPIDF	PREPIDF1	INVNUMF	Yes
PREPINVOICEF  	PREPIDF	PREPIDF2	PCNTNUMF+INVNUMF+PCNTLINF	No
PREPINVOICEP  	PREPIP	PREPIP0	INVNUM+PAYNUM+PAYLIN	No
PREPINVOICEP  	PREPIP	PREPIP1	PAYNUM	Yes
PREQUIS  	PSH	PSH0	PSHNUM	No
PREQUIS  	PSH	PSH1	PSHFCY+PSHNUM	No
PREQUIS  	PSH	PSH2	PRQDAT+PSHNUM	No
PREQUIS  	PSH	PSH3	PSHNUMMMS+PSHNUM	No
PREQUISA  	PSA	PSA0	PSHNUM+PSDLIN+PQHNUM+PQDLIN	No
PREQUISA  	PSA	PSA1	PQHNUM+PQDLIN+PSHNUM+PSDLIN	No
PREQUISD  	PSD	PSD0	PSHNUM+PSDLIN	No
PREQUISD  	PSD	PSD1	LINORDFLG+ITMREF+EXTRCPDAT+PSHNUM+PSDLIN	Yes
PREQUISD  	PSD	PSD2	LINORDFLG+LINBUY+EXTORDDAT	Yes
PREQUISD  	PSD	PSD3	PSDNUMMMS+PSHNUM+PSDLIN	No
PREQUISD  	PSD	PJMPJT1	PJT	Yes
PREQUISO  	PSO	PSO0	PSHNUM+PSDLIN+POHNUM+POPLIN+POQSEQ	No
PREQUISO  	PSO	PSO1	POHNUM+POPLIN+POQSEQ+PSHNUM+PSDLIN	No
PREREPORT  	PPP	PPP0	NUM+TYPOBJ+CUR	No
PRESP  	PPH	PPH0	BPSNUM+PQHNUM+PQDLIN	No
PRESP  	PPH	PPH1	ITMREF+BPSNUM+PQHNUM	Yes
PRESP  	PPH	PPH2	BPSNUM+ITMREF+PQHNUM	Yes
PRESPD  	PPD	PPD0	BPSNUM+PQHNUM+PQDLIN+PPDLIN	No
PRESPD  	PPD	PPD1	BPSNUM+PQHNUM+ITMREF+PPDLIN	Yes
PRESTCOV  	PCO	PCO0	CONNUM+TPL+MACNUM+TYPSVC	Yes
PRETURN  	PNH	PNH0	PNHNUM	No
PRETURN  	PNH	PNH1	BPSNUM+RTNDAT	Yes
PRETURN  	PNH	PNH2	RTNDAT+PNHNUM	No
PRETURN  	PNH	PNH3	CPY+EECNUMDEB+RTNDAT	Yes
PRETURND  	PND	PND0	PNHNUM+PNDLIN	No
PRETURND  	PND	PND1	PTHNUM+PTDLIN	Yes
PRETURND  	PND	PND2	LININVFLG+BPSINV+ITMREF+PNHNUM+PNDLIN	No
PRETURND  	PND	PND3	POHNUM+POPLIN+POQSEQ	Yes
PRETURND  	PND	PJMPJT1	PJT	Yes
PRICSTRUCT  	PRS	PRS0	BPCBPS+PLISTC	No
PRJFAS  	PJF	PJF0	PRJ+LIG	No
PRJLOT  	PJL	PJL0	PRJ+LOT	No
PRMDADSU  	PRM	PRM0	CPY	No
PROJET  	PRJ	PRJ0	PRJ	No
PROPLN  	PLP	PPL0	PROPLN+FIYENDDAT+PERENDDAT	No
PROPLNH  	PLH	PPH0	PROPLN	No
PROPLNH  	PLH	PPH1	CPY+PROPLN	No
PROPLNH  	PLH	PPH2	CPY+FCY+PROPLN	No
PROPLNH  	PLH	PPH3	CPY+CNX	Yes
PROROG  	PRO	PRO0	NUM	Yes
PROROGPCE  	PRP	PRP0	ACCNUM	No
PROROGPCE  	PRP	PRP1	NUM+ACCNUM	No
PRTSCRWRK  	PSW	PSW0	CREUSR+PRONUM+PRONUMSEQ+RECCOD+RECSEQ	No
PSEPLN  	PSE	PSE0	CPY+PSEPLN	No
PTDSTKVAL  	PSV	PSV0	NUM+PIDLIN+PTHNUM+PTDLIN	No
PTDSTKVAL  	PSV	PSV1	VALDATTIM+POHNUM+POPLIN+POQSEQ+TIAFLG+TYP+AUUID	No
PURTRS  	PTR	PTR0	PTRTYP+PTRNUM	No
PURTRS  	PTR	PTR1	PTRNUM+PTRTYP	No
PVCRFOOT  	PVF	PVF0	VCRNUM+VCRTYP+IND	No
PVCRFOOT  	PVF	PVF1	VCRTYP+VCRNUM+IND	No
PVCRFOOT  	PVF	PVF2	NUM+VCRTYP+VCRNUM+IND	No
PVCRVAT  	PVV	PVV0	VCRNUM+VCRTYP+IND	No
PVCRVAT  	PVV	PVV1	VCRTYP+VCRNUM+IND	No
PVCRVAT  	PVV	PVV2	NUM+VCRTYP+VCRNUM+IND	No
PWRKORDERS  	PWO	PWO0	PRONUM+CODFNC+LINNUM+WIPTYP+WIPNUM+PSDLIN	No
PWRKPND  	PWR	PWR0	PRONUM+PNHNUM+PNDLIN	No
PWRKPNH  	PWE	PWE0	PRONUM+PNHNUM	No
PWRKPNH  	PWE	PWE1	PRONUM+CPY+PNHFCY+BPSINV+CUR+PNHNUM	No
PWRKPOC  	PWC	PWC0	PRONUM+POHNUM+POPLIN	No
PWRKPOP  	PWP	PWP0	PRONUM+POHNUM+POPLIN+POPSEQ	No
PWRKPOQ  	PWQ	PWQ0	TYPORI+POHNUM+POPLIN+POQSEQ	No
PWRKPQF  	PWF	PWF0	PRONUM+BPSNUM	No
PWRKPTD  	PWD	PWD0	PRONUM+PTHNUM+PTDLIN	No
PWRKPTH  	PWH	PWH0	PRONUM+PTHNUM	No
PWRKPTH  	PWH	PWH1	PRONUM+CPY+PRHFCY+BPSINV+CUR+PTHNUM	No
