    Table  	Table Abbreviation	Column	 Normal title  	Type	Length	expression
CONTSERV  	CON	RSILTI	 Préavis d'annulation	C	4	
CONTSERV  	CON	RSILTIBAS	 Base	M	15	
CONTSERV  	CON	RSIREN	 Motif de résiliation	ADI		"[ADI]CODE=429;RSIREN"
CONTSERV  	CON	RVADAT	 Date de réévaluation	D		
CONTSERV  	CON	RVAFRY	 Fréquence de réévaluation	C	4	
CONTSERV  	CON	RVAFRYBAS	 Base	M	15	
CONTSERV  	CON	RVAMET	 Méthode de réévaluation	M	15	
CONTSERV  	CON	RVASSP	 Aide à la réévaluation	M	15	
CONTSERV  	CON	SALFCY	 Site de vente	FCY		[FCY]FCY0=[CON]SALFCY
CONTSERV  	CON	SALREP	 Représentant commercial	REP		[REP]REP0=[CON]SALREP
CONTSERV  	CON	SFISSTCOD	 Code fiscal SST	ADI		"[ADI]CODE=203;SFISSTCOD"
CONTSERV  	CON	SIUDAT	 Date de souscription	D		
CONTSERV  	CON	SOLLTIMAX	 RSLTN MAX LT	C	4	
CONTSERV  	CON	SOLLTIMAXX	 RSLTN MAX LT	C	4	
CONTSERV  	CON	SSTENTCOD	 Entité/Utilisation	ADI		"[ADI]CODE=202;SSTENTCOD"
CONTSERV  	CON	UPDDAT	 Date de modification	D		
CONTSERV  	CON	UPDDATTIM	 Date et heure	ADATIM		
CONTSERV  	CON	UPDUSR	 Changer d'utilisateur	A	5	
CONTSERVX  	COX	ACPDPTCOD	 Litige accepté	ADI		"[ADI]CODE=315;ACPDPTCOD"
CONTSERVX  	COX	AMTPLY	 Montant de la pénalité	MD1		
CONTSERVX  	COX	AMTPLYX	 Montant de la pénalité	MD1		
CONTSERVX  	COX	AUUID	 Identifiant unique	AUUID		
CONTSERVX  	COX	BASEXXAMT	 Base de données d'expressions	M	15	
CONTSERVX  	COX	BASEXXAMTX	 Base de données d'expressions	M	15	
CONTSERVX  	COX	BASEXXITT	 Base de données d'expressions	M	15	
CONTSERVX  	COX	BASEXXITTX	 Base de données d'expressions	M	15	
CONTSERVX  	COX	BASEXXSOL	 Base de données d'expressions	M	15	
CONTSERVX  	COX	BASEXXSOLX	 Base de données d'expressions	M	15	
CONTSERVX  	COX	CCE	 Dimension analytique	CCE		"[CCE]CCE0=DIE(indice);CCE(indice)"
CONTSERVX  	COX	CONAMT	 Montant	MD1		
CONTSERVX  	COX	CONBASFOR	 Formule de réévaluation	ADI		"[ADI]CODE=427;CONBASFOR"
CONTSERVX  	COX	CONBASIDX	 Base de données d'indexation	ADI		"[ADI]CODE=410;CONBASIDX"
CONTSERVX  	COX	CONBPC	 Vendu à	BPR		[BPR]BPR0=[COX]CONBPC
CONTSERVX  	COX	CONBPCGRU	 Client du groupe	BPR		[BPR]BPR0=[COX]CONBPCGRU
CONTSERVX  	COX	CONBPCINV	 Client facturé	BPR		[BPR]BPR0=[COX]CONBPCINV
CONTSERVX  	COX	CONBPCPYR	 Payer par	BPR		[BPR]BPR0=[COX]CONBPCPYR
CONTSERVX  	COX	CONCAT	 Catégorie	M	15	
CONTSERVX  	COX	CONCCN	 Contact (relation)	AIN		[AIN]AIN0=[COX]CONCCN
CONTSERVX  	COX	CONCHGTYP	 Type de taux	M	15	
CONTSERVX  	COX	CONCOT	 Modèle de contrat	VCR		
CONTSERVX  	COX	CONENDDAT	 Date de fin	D		
CONTSERVX  	COX	CONNAM	 Description	A	85	
CONTSERVX  	COX	CONNUM	 Code	VCR		
CONTSERVX  	COX	CONORI	 Source	M	15	
CONTSERVX  	COX	CONORIVCR	 Document n°	VCR		
CONTSERVX  	COX	CONORIVCRL	 Ligne de journal	L	8	
CONTSERVX  	COX	CONPJT	 Projet	OPP		[OPP]OPP0=[COX]CONPJT
CONTSERVX  	COX	CONPRITYP	 Type de prix	M	6	
CONTSERVX  	COX	CONREW	 Renouvelable	M	4	
CONTSERVX  	COX	CONSTRDAT	 Date de début	D		
CONTSERVX  	COX	CONTYP	 Groupe statistique	ADI		"[ADI]CODE=indice+440;CONTYP(indice)"
CONTSERVX  	COX	CONTYPCLA	 Catégorie	DES		
CONTSERVX  	COX	CONVACBPR	 Règle fiscale	TVB		"[TVB]TVB0=CONVACBPR;[V]GSUPCLE"
CONTSERVX  	COX	CPY	 Entreprise	CPY		[CPY]CPY0=[COX]CPY
CONTSERVX  	COX	CREDAT	 Date créée	D		
CONTSERVX  	COX	CREDATTIM	 Date et heure	ADATIM		
CONTSERVX  	COX	CREUSR	 Utilisateur de création	A	5	
CONTSERVX  	COX	CRSCOVSAM	 Couverture consultée	M	4	
CONTSERVX  	COX	CUR	 Devise	CUR		[TCU]TCU0=[COX]CUR
CONTSERVX  	COX	DIE	 Code du type de dimension	DIE		[DIE]DIE0=[COX]DIE
CONTSERVX  	COX	DSYWND	 Afficher la liste de gauche	C	2	
CONTSERVX  	COX	EVRMAC	 Tous les produits	M	4	
CONTSERVX  	COX	EVRPBL	 Toutes les compétences	M	4	
CONTSERVX  	COX	FDDFLG	 Archivé	M	4	
CONTSERVX  	COX	FDDUSR	 Archivé par	A	5	
CONTSERVX  	COX	GUA	 garantie	M	4	
CONTSERVX  	COX	INVDTA	 Elément de facturation	C	2	
CONTSERVX  	COX	INVDTAAMT	 % ou montant de l'investissement	DCB	11,4	
CONTSERVX  	COX	INVDTATYP	 Type de valeur	M	6	
CONTSERVX  	COX	INVFRY	 Fréquence de facturation	C	4	
CONTSERVX  	COX	INVFRYBAS	 Base	M	15	
CONTSERVX  	COX	INVFRYCOE	 Coefficient	DCB	3,2	
CONTSERVX  	COX	INVLTI	 Préavis de facturation	C	4	
CONTSERVX  	COX	INVLTIBAS	 Base	M	15	
CONTSERVX  	COX	INVMET	 Mode de facturation	M	15	
CONTSERVX  	COX	ITMREF	 Code produit	ITM		[ITM]ITM0=[COX]ITMREF
CONTSERVX  	COX	ITTDATEND	 Fin de l'intervention	D		
CONTSERVX  	COX	ITTDATENDX	 Fin de l'intervention	D		
CONTSERVX  	COX	ITTDUR	 Durée	C	4	
CONTSERVX  	COX	ITTDURBAS	 Base de données d'expressions	M	15	
CONTSERVX  	COX	ITTDURBASX	 Base de données d'expressions	M	15	
CONTSERVX  	COX	ITTDURX	 Durée B	C	4	
CONTSERVX  	COX	ITTFCY	 Intervention/site	M	4	
CONTSERVX  	COX	ITTFCYX	 Intervention/site	M	4	
CONTSERVX  	COX	ITTLTIMAX	 Intervn max LT	C	4	
CONTSERVX  	COX	ITTLTIMAXX	 Intervn max LT	C	4	
CONTSERVX  	COX	LASIDXDAT	 Date de la dernière valeur	D		
CONTSERVX  	COX	LASINVDAT	 Dernière facture	D		
CONTSERVX  	COX	LASVALIDX	 Dernière valeur d'indice	MD1		
CONTSERVX  	COX	MANREWAMT	 Montant de renouvellement	MD1		
CONTSERVX  	COX	MANREWFLG	 Renouveller	M	4	
CONTSERVX  	COX	NEXINVAMT	 Montant de la prochaine facture	MD1		
CONTSERVX  	COX	NEXINVDAT	 Facture suivante	D		
CONTSERVX  	COX	NEXSHIINV	 Prochain envoi de facture	D		
CONTSERVX  	COX	OCONAMT	 Montant	MD1		
CONTSERVX  	COX	OCONENDDAT	 Date de fin	D		
CONTSERVX  	COX	OCONSTRDAT	 Date de début	D		
CONTSERVX  	COX	ODSYWND	 Ancienne liste de gauche	C	2	
CONTSERVX  	COX	OINV	 Facture	SIH		[SIV]SIV0=[COX]OINV
CONTSERVX  	COX	OLASIDXDAT	 Date de la dernière valeur	D		
CONTSERVX  	COX	OLASINVDAT	 Dernière facture précédente	D		
CONTSERVX  	COX	OLASVALIDX	 Dernière valeur d'indice	MD1		
CONTSERVX  	COX	ONEXINVAMT	 Ancien montant	MD1		
CONTSERVX  	COX	ONEXINVDAT	 Ancienne prochaine facture	D		
CONTSERVX  	COX	ONEXSHIINV	 Ancien prochain envoi	D		
CONTSERVX  	COX	ORDLINNUM	 Numéro de ligne de commande	L	8	
CONTSERVX  	COX	ORDNUM	 Numéro de commande	SOH		[SOH]SOH0=[COX]ORDNUM
CONTSERVX  	COX	ORDUPDFLG	 N ° de commande. modification	M	4	
CONTSERVX  	COX	OREWINV	 Facture	SIH		[SIV]SIV0=[COX]OREWINV
CONTSERVX  	COX	ORVADAT	 Date de réévaluation	D		
CONTSERVX  	COX	ORVAINV	 Facture	SIH		[SIV]SIV0=[COX]ORVAINV
CONTSERVX  	COX	OTHCNI	 Autres contraintes	CLX		
CONTSERVX  	COX	PITBLC	 Points restants	L	8	
CONTSERVX  	COX	PITCDT	 Crédit de points	L	8	
CONTSERVX  	COX	PITCSM	 Points consommés	L	8	
CONTSERVX  	COX	PITRER	 Points disponibles	L	8	
CONTSERVX  	COX	PITTOL	 Tolérance de points	C	3	
CONTSERVX  	COX	PRONUM	 Numéro de processus	L	8	
CONTSERVX  	COX	PTE	 Modalités de paiement	PTE		"[TPT]TPT0=PTE;[V]GCURLEG;1"
CONTSERVX  	COX	REWFRY	 Fréquence de renouvellement	C	4	
CONTSERVX  	COX	REWFRYBAS	 Base	M	15	
CONTSERVX  	COX	RSIDAT	 Date de résiliation	D		
CONTSERVX  	COX	RSIFLG	 Contrat annulé	M	4	
CONTSERVX  	COX	RSILTI	 Préavis d'annulation	C	4	
CONTSERVX  	COX	RSILTIBAS	 Base	M	15	
CONTSERVX  	COX	RSIREN	 Motif de résiliation	ADI		"[ADI]CODE=429;RSIREN"
CONTSERVX  	COX	RVADAT	 Date de réévaluation	D		
CONTSERVX  	COX	RVAFRY	 Fréquence de réévaluation	C	4	
CONTSERVX  	COX	RVAFRYBAS	 Base	M	15	
CONTSERVX  	COX	RVAMET	 Méthode de réévaluation	M	15	
CONTSERVX  	COX	RVASSP	 Aide à la réévaluation	M	15	
CONTSERVX  	COX	SALFCY	 Site de vente	FCY		[FCY]FCY0=[COX]SALFCY
CONTSERVX  	COX	SALREP	 Représentant commercial	REP		[REP]REP0=[COX]SALREP
CONTSERVX  	COX	SIUDAT	 Date de souscription	D		
CONTSERVX  	COX	SOLLTIMAX	 RSLTN MAX LT	C	4	
CONTSERVX  	COX	SOLLTIMAXX	 RSLTN MAX LT	C	4	
CONTSERVX  	COX	UPDDAT	 Date de modification	D		
CONTSERVX  	COX	UPDDATTIM	 Date et heure	ADATIM		
CONTSERVX  	COX	UPDUSR	 Changer d'utilisateur	A	5	
CONTTEMPL  	COT	ACPDPTCOD	 Litige accepté	ADI		"[ADI]CODE=315;ACPDPTCOD"
CONTTEMPL  	COT	AMTPLY	 Montant de la pénalité	MD1		
CONTTEMPL  	COT	AMTPLYX	 Montant de la pénalité	MD1		
CONTTEMPL  	COT	AUUID	 Identifiant unique	AUUID		
CONTTEMPL  	COT	BASEXXAMT	 Base de données d'expressions	M	15	
CONTTEMPL  	COT	BASEXXAMTX	 Base de données d'expressions	M	15	
CONTTEMPL  	COT	BASEXXITT	 Base de données d'expressions	M	15	
CONTTEMPL  	COT	BASEXXITTX	 Base de données d'expressions	M	15	
CONTTEMPL  	COT	BASEXXSOL	 Base de données d'expressions	M	15	
CONTTEMPL  	COT	BASEXXSOLX	 Base de données d'expressions	M	15	
CONTTEMPL  	COT	CONBASFOR	 Formule de réévaluation	ADI		"[ADI]CODE=427;CONBASFOR"
CONTTEMPL  	COT	CONBASIDX	 Base de données d'indexation	ADI		"[ADI]CODE=410;CONBASIDX"
CONTTEMPL  	COT	CONCAT	 Catégorie	M	15	
CONTTEMPL  	COT	CONNUM	 Code	VCR		
CONTTEMPL  	COT	CONREW	 Renouvelable	M	4	
CONTTEMPL  	COT	CONTYP	 Groupe statistique	ADI		"[ADI]CODE=indice+440;CONTYP(indice)"
CONTTEMPL  	COT	CONTYPCLA	 Catégorie	DES		
CONTTEMPL  	COT	CREDAT	 Date créée	D		
CONTTEMPL  	COT	CREDATTIM	 Date et heure	ADATIM		
CONTTEMPL  	COT	CREUSR	 Utilisateur de création	A	5	
CONTTEMPL  	COT	CRSCOVSAM	 Couverture consultée	M	4	
CONTTEMPL  	COT	CUR	 Devise	CUR		[TCU]TCU0=[COT]CUR
CONTTEMPL  	COT	EVRMAC	 Tous les produits	M	4	
CONTTEMPL  	COT	EVRPBL	 Toutes les compétences	M	4	
CONTTEMPL  	COT	GUA	 garantie	M	4	
CONTTEMPL  	COT	INVFRY	 Fréquence de facturation	C	4	
CONTTEMPL  	COT	INVFRYBAS	 Base	M	15	
CONTTEMPL  	COT	INVFRYCOE	 Coefficient	DCB	3,2	
CONTTEMPL  	COT	INVLTI	 Préavis de facturation	C	4	
CONTTEMPL  	COT	INVLTIBAS	 Base	M	15	
CONTTEMPL  	COT	INVMET	 Mode de facturation	M	15	
CONTTEMPL  	COT	ITTDATEND	 Fin de l'intervention	D		
CONTTEMPL  	COT	ITTDATENDX	 Fin de l'intervention	D		
CONTTEMPL  	COT	ITTDUR	 Durée	C	4	
CONTTEMPL  	COT	ITTDURBAS	 Base de données d'expressions	M	15	
CONTTEMPL  	COT	ITTDURBASX	 Base de données d'expressions	M	15	
CONTTEMPL  	COT	ITTDURX	 Durée B	C	4	
CONTTEMPL  	COT	ITTFCY	 Intervention/site	M	4	
CONTTEMPL  	COT	ITTFCYX	 Intervention/site	M	4	
CONTTEMPL  	COT	ITTLTIMAX	 Intervn max LT	C	4	
CONTTEMPL  	COT	ITTLTIMAXX	 Intervn max LT	C	4	
CONTTEMPL  	COT	LASIDXDAT	 Date de la dernière valeur	D		
CONTTEMPL  	COT	LASVALIDX	 Dernière valeur d'indice	L	8	
CONTTEMPL  	COT	MRK	 Remarques	CLX		
CONTTEMPL  	COT	OTHCNI	 Autres contraintes	CLX		
CONTTEMPL  	COT	PITCDT	 Crédit de points	L	8	
CONTTEMPL  	COT	PITRQD	 Jetons nécessaires	L	8	
CONTTEMPL  	COT	PITTOL	 Tolérance de points	C	3	
CONTTEMPL  	COT	PTE	 Modalités de paiement	PTE		"[TPT]TPT0=PTE;[V]GCURLEG;1"
CONTTEMPL  	COT	REWFRY	 Fréquence de renouvellement	C	4	
CONTTEMPL  	COT	REWFRYBAS	 Base	M	15	
CONTTEMPL  	COT	RSILTI	 Préavis d'annulation	C	4	
CONTTEMPL  	COT	RSILTIBAS	 Base	M	15	
CONTTEMPL  	COT	RVAFRY	 Fréquence de réévaluation	C	4	
CONTTEMPL  	COT	RVAFRYBAS	 Base	M	15	
CONTTEMPL  	COT	RVAMET	 Méthode de réévaluation	M	15	
CONTTEMPL  	COT	RVASSP	 Aide à la réévaluation	M	15	
CONTTEMPL  	COT	SOLLTIMAX	 RSLTN MAX LT	C	4	
CONTTEMPL  	COT	SOLLTIMAXX	 RSLTN MAX LT	C	4	
CONTTEMPL  	COT	TPLNAM	 Description	DCO		
CONTTEMPL  	COT	UPDDAT	 Date de modification	D		
CONTTEMPL  	COT	UPDDATTIM	 Date et heure	ADATIM		
CONTTEMPL  	COT	UPDUSR	 Changer d'utilisateur	A	5	
CORREP  	COP	AUUID	 Identifiant unique	AUUID		
CORREP  	COP	COPNUM	 Code correspondant	VCR		
CORREP  	COP	COPREP	 Code commercial	REP		[REP]REP0=[COP]COPREP
CORREP  	COP	CREDAT	 Date créée	D		
CORREP  	COP	CREDATTIM	 Date et heure	ADATIM		
CORREP  	COP	CREUSR	 Utilisateur de création	A	5	
CORREP  	COP	UPDDAT	 Date de modification	D		
CORREP  	COP	UPDDATTIM	 Date et heure	ADATIM		
CORREP  	COP	UPDUSR	 Changer d'utilisateur	A	5	
CORRESPOND  	COR	AUUID	 Identifiant unique	AUUID		
CORRESPOND  	COR	BIR	 Date de naissance	D		
CORRESPOND  	COR	BPRLIB	 Description de l'entreprise	CLX		
CORRESPOND  	COR	BPRNUM	 PA	BPR		[BPR]BPR0=[COR]BPRNUM
CORRESPOND  	COR	CNTNUM	 Code	AIN		[AIN]AIN0=[COR]CNTNUM
CORRESPOND  	COR	CORNUM	 Numéro de séquence.	VCR		
CORRESPOND  	COR	CORTYP	 Taper	AOB		[AOB]ABREV=[COR]CORTYP
CORRESPOND  	COR	CPYADD	 Adresse	ADL		
CORRESPOND  	COR	CPYBPADES	 Description	DES		
CORRESPOND  	COR	CPYBPANUM	 Code	ADR		
CORRESPOND  	COR	CPYBPATYP	 Type d'entité	M	15	
CORRESPOND  	COR	CPYCRY	 Pays	CRY		[TCY]TCY0=[COR]CPYCRY
CORRESPOND  	COR	CPYCRYNAM	 Nom du pays	NCY		
CORRESPOND  	COR	CPYCTY	 Ville	CTY		
CORRESPOND  	COR	CPYEML	 E-mail	MAI		
CORRESPOND  	COR	CPYFAX	 Fax	TEL		
CORRESPOND  	COR	CPYMOB	 Téléphone mobile	TEL		
CORRESPOND  	COR	CPYSAT	 Comté	SAT		
CORRESPOND  	COR	CPYTEL	 Téléphone	TEL		
CORRESPOND  	COR	CPYZIP	 Code Postal	POS		
CORRESPOND  	COR	CREDAT	 Date créée	D		
CORRESPOND  	COR	CREDATTIM	 Date et heure	ADATIM		
CORRESPOND  	COR	CREUSR	 Utilisateur de création	A	5	
CORRESPOND  	COR	CSP	 Catégorie	ADI		"[ADI]CODE=907;CSP"
CORRESPOND  	COR	FNA	 Prénom	FNA		
CORRESPOND  	COR	FNC	 Fonction	M	15	
CORRESPOND  	COR	FNCLIB	 Description de la fonction	A	50	
CORRESPOND  	COR	HOMADD	 Adresse	ADL		
CORRESPOND  	COR	HOMCRY	 Pays	CRY		[TCY]TCY0=[COR]HOMCRY
CORRESPOND  	COR	HOMCRYNAM	 Nom du pays	NCY		
CORRESPOND  	COR	HOMCTY	 Ville	CTY		
CORRESPOND  	COR	HOMEML	 E-mail	MAI		
CORRESPOND  	COR	HOMFAX	 Fax	TEL		
CORRESPOND  	COR	HOMMOB	 Téléphone mobile	TEL		
CORRESPOND  	COR	HOMSAT	 Comté	SAT		
CORRESPOND  	COR	HOMTEL	 Téléphone	TEL		
CORRESPOND  	COR	HOMZIP	 Code Postal	POS		
CORRESPOND  	COR	LAN	 Langue	LAN		[TLA]TLA0=[COR]LAN
CORRESPOND  	COR	LNA	 Nom de famille	NAM		
CORRESPOND  	COR	MSS	 Rôle	ADI		"[ADI]CODE=414;MSS"
CORRESPOND  	COR	SRV	 Département	DES		
CORRESPOND  	COR	TTL	 Titre	M	15	
CORRESPOND  	COR	TTR	 Titre	DES		
CORRESPOND  	COR	UPDBPRNUM	 Changer le code tiers	C	1	
CORRESPOND  	COR	UPDCNTNUM	 Changer le code inter	C	1	
CORRESPOND  	COR	UPDDAT	 Date de modification	D		
CORRESPOND  	COR	UPDDATTIM	 Date et heure	ADATIM		
CORRESPOND  	COR	UPDUSR	 Changer d'utilisateur	A	5	
COSTSTCB  	STCB	AUUID	 Identifiant unique	AUUID		
COSTSTCB  	STCB	CREDAT	 Date de création	D		
COSTSTCB  	STCB	CREDATTIM	 Date et heure	ADATIM		
COSTSTCB  	STCB	CREUSR	 Utilisateur de création	A	5	
COSTSTCB  	STCB	CUR	 Devise	CUR		[TCU]TCU0=[STCB]CUR
COSTSTCB  	STCB	MAXLIM	 Gamme supérieure	MD6		
COSTSTCB  	STCB	MINLIM	 Gamme inférieure	MD6		
COSTSTCB  	STCB	STCLIM	 Ligne de portée	L	8	
COSTSTCB  	STCB	STCLIN	 Ligne structurelle	L	8	
COSTSTCB  	STCB	STCNUM	 La structure des coûts	VCR		
COSTSTCB  	STCB	UNTPRI	 Prix ??unitaire	MD6		
COSTSTCB  	STCB	UOM	 Unité	UOM		[TUN]TUN0=[STCB]UOM
COSTSTCB  	STCB	UPDDAT	 Date de modification	D		
COSTSTCB  	STCB	UPDDATTIM	 Date et heure	ADATIM		
COSTSTCB  	STCB	UPDUSR	 Changer d'utilisateur	A	5	
COSTSTCD  	STCD	AUUID	 Identifiant unique	AUUID		
COSTSTCD  	STCD	BAS	 Base	M	25	
COSTSTCD  	STCD	CCE	 Dimension analytique	CCE		"[CCE]CCE0=DIE(indice);CCE(indice)"
COSTSTCD  	STCD	CHGCOE	 Taux	RCU		
COSTSTCD  	STCD	CHGTYP	 Type de taux	M	15	
COSTSTCD  	STCD	CREDAT	 Date créée	D		
COSTSTCD  	STCD	CREDATTIM	 Date et heure	ADATIM		
COSTSTCD  	STCD	CREUSR	 Utilisateur de création	A	5	
COSTSTCD  	STCD	CUR	 Devise	CUR		[TCU]TCU0=[STCD]CUR
COSTSTCD  	STCD	DIE	 Code du type de dimension	DIE		[DIE]DIE0=[STCD]DIE
COSTSTCD  	STCD	DOCCHGTYP	 Type de tarif de document	M	4	
COSTSTCD  	STCD	FCSAMT	 Montant saisi	MD1		
COSTSTCD  	STCD	FCSAMTCLC	 Montant calculé	MD1		
COSTSTCD  	STCD	FCSAMTSOC	 Montant saisi	MD1		
COSTSTCD  	STCD	FCSCOD	 Coût	FCS		[FCS]FCS0=[STCD]FCSCOD
COSTSTCD  	STCD	FCSNAT	 Nature du coût	M	40	
COSTSTCD  	STCD	FORFCS	 Formule	FOR		"[TFO]TFO0=""C"";FORFCS"
COSTSTCD  	STCD	NUMSEQ	 Numéro de séquence	L	8	
COSTSTCD  	STCD	PRCBUY	 Pourcentage	DCB	5,4	
COSTSTCD  	STCD	PRINETPRC	 Pourcentage par prix net	DCB	5,4	
COSTSTCD  	STCD	QTY	 Quantité	QTY		
COSTSTCD  	STCD	STCLIN	 Ligne structurelle	L	8	
COSTSTCD  	STCD	STCRFLG	 Réconcilié	M	4	
COSTSTCD  	STCD	UNTPRI	 Prix ??unitaire	MD6		
COSTSTCD  	STCD	UOM	 Unité	UOM		[TUN]TUN0=[STCD]UOM
COSTSTCD  	STCD	UPDDAT	 Date de modification	D		
COSTSTCD  	STCD	UPDDATTIM	 Date et heure	ADATIM		
COSTSTCD  	STCD	UPDUSR	 Changer d'utilisateur	A	5	
COSTSTCD  	STCD	VCRLIN	 Numéro de ligne d'entrée	L	8	
COSTSTCD  	STCD	VCRNUM	 N ° de commande.	VCR		
COSTSTCD  	STCD	VCRSEQ	 Numéro de séquence du document.	L	8	
COSTSTCD  	STCD	VCRTYP	 Type d'entrée	M	15	
COSTSTCD  	STCD	WEIPRC	 Pourcentage de pondération :	DCB	5,4	
COSTSTCF  	STCF	AUUID	 Identifiant unique	AUUID		
COSTSTCF  	STCF	BPSNUM	 Fournisseur	BPN		
COSTSTCF  	STCF	CPRAMT	 Coût fixe par unité	MD5		
COSTSTCF  	STCF	CPRCOE	 Coef du coût au débarquement.	COE		
COSTSTCF  	STCF	CREDATTIM	 Date et heure	ADATIM		
COSTSTCF  	STCF	CREUSR	 Utilisateur	AUS		[AUS]CODUSR=[STCF]CREUSR
COSTSTCF  	STCF	ITMDESBPS	 Description du fournisseur	DES		
COSTSTCF  	STCF	ITMREF	 Produit	ITM		[ITM]ITM0=[STCF]ITMREF
COSTSTCF  	STCF	ITMREFBPS	 Produit fournisseur	A	20	
COSTSTCF  	STCF	STCNUM	 La structure des coûts	VCR		
COSTSTCF  	STCF	STOFCY	 Site de stockage	A	5	
COSTSTCF  	STCF	UPDDATTIM	 Date et heure	ADATIM		
COSTSTCF  	STCF	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[STCF]UPDUSR
COSTSTCH  	STCH	AUUID	 Identifiant unique	AUUID		
COSTSTCH  	STCH	CREDAT	 Date créée	D		
COSTSTCH  	STCH	CREDATTIM	 Date et heure	ADATIM		
COSTSTCH  	STCH	CREUSR	 Utilisateur de création	A	5	
COSTSTCH  	STCH	DESAXX	 Description	AX3		
COSTSTCH  	STCH	ENAFLG	 Actif	M	4	
COSTSTCH  	STCH	STCNUM	 La structure des coûts	VCR		
COSTSTCH  	STCH	UPDDAT	 Date de modification	D		
COSTSTCH  	STCH	UPDDATTIM	 Date et heure	ADATIM		
COSTSTCH  	STCH	UPDUSR	 Changer d'utilisateur	A	5	
COSTSTCL  	STCL	AUUID	 Identifiant unique	AUUID		
COSTSTCL  	STCL	BAS	 Base	M	25	
COSTSTCL  	STCL	CHGTYP	 Type de taux	M	15	
COSTSTCL  	STCL	CREDAT	 Date créée	D		
COSTSTCL  	STCL	CREDATTIM	 Date et heure	ADATIM		
COSTSTCL  	STCL	CREUSR	 Utilisateur de création	A	5	
COSTSTCL  	STCL	CUR	 Devise	CUR		[TCU]TCU0=[STCL]CUR
COSTSTCL  	STCL	DIRCLCMOD	 Mode de calcul	M	25	
COSTSTCL  	STCL	DOCCHGTYP	 Type de tarif de document	M	4	
COSTSTCL  	STCL	FCSCOD	 Coût	FCS		[FCS]FCS0=[STCL]FCSCOD
COSTSTCL  	STCL	FCSDES	 Description	AX3		
COSTSTCL  	STCL	FCSNAT	 Nature du coût	M	40	
COSTSTCL  	STCL	FORFCS	 Formule	FOR		"[TFO]TFO0=""C"";FORFCS"
COSTSTCL  	STCL	HGHBKT	 Support fixe supérieur	M	4	
COSTSTCL  	STCL	LIM	 Gamme	M	4	
COSTSTCL  	STCL	LIMTYP	 Calendrier	M	25	
COSTSTCL  	STCL	PRINETPRC	 Pourcentage par prix net	DCB	5,4	
COSTSTCL  	STCL	QTY	 Quantité	QTY		
COSTSTCL  	STCL	STCLIN	 Ligne structurelle	L	8	
COSTSTCL  	STCL	STCNUM	 La structure des coûts	VCR		
COSTSTCL  	STCL	STKVLT	 Valorisation des actions	M	4	
COSTSTCL  	STCL	UNTPRI	 Prix ??unitaire	MD6		
COSTSTCL  	STCL	UOM	 Unité	UOM		[TUN]TUN0=[STCL]UOM
COSTSTCL  	STCL	UPDDAT	 Date de modification	D		
COSTSTCL  	STCL	UPDDATTIM	 Date et heure	ADATIM		
COSTSTCL  	STCL	UPDUSR	 Changer d'utilisateur	A	5	
COSTSTCL  	STCL	WEIPRC	 Pourcentage de pondération :	DCB	5,4	
COSTSTCR  	STCR	AMTNOTLIN	 Montant de la ligne - taxe	MD1		
COSTSTCR  	STCR	AUUID	 Identifiant unique	AUUID		
COSTSTCR  	STCR	CREDAT	 Date créée	D		
COSTSTCR  	STCR	CREDATTIM	 Date et heure	ADATIM		
COSTSTCR  	STCR	CREUSR	 Utilisateur de création	A	5	
COSTSTCR  	STCR	CUR	 Devise	CUR		[TCU]TCU0=[STCR]CUR
COSTSTCR  	STCR	FCSCOD	 Coût	FCS		[FCS]FCS0=[STCR]FCSCOD
COSTSTCR  	STCR	ITMREF	 Produit	ITM		[ITM]ITM0=[STCR]ITMREF
COSTSTCR  	STCR	ITMREFORI	 Produit source	ITM		[ITM]ITM0=[STCR]ITMREFORI
COSTSTCR  	STCR	LINORI	 Ligne source	L	8	
COSTSTCR  	STCR	NUM	 Document n°	VCR		
COSTSTCR  	STCR	NUMORI	 Numéro d'origine	VCR		
COSTSTCR  	STCR	PIDLIN	 Doubler	L	8	
COSTSTCR  	STCR	SEQORI	 Séquence originale	L	8	
COSTSTCR  	STCR	STCRFLG	 Réconcilié	M	4	
COSTSTCR  	STCR	TYPORI	 Origine de la ligne	M	10	
COSTSTCR  	STCR	UPDDAT	 Date de modification	D		
COSTSTCR  	STCR	UPDDATTIM	 Date et heure	ADATIM		
COSTSTCR  	STCR	UPDUSR	 Changer d'utilisateur	A	5	
CPTANALIN  	CAL	ABRFIC	 Abréviation du tableau	ABR		
CPTANALIN  	CAL	ACC	 Comptes généraux	GAC		"[GAC]GAC0=COA(indice);ACC(indice)"
CPTANALIN  	CAL	AMT	 Montant	MD1		
CPTANALIN  	CAL	ANALIG	 Informations sur la commande	C	3	
CPTANALIN  	CAL	AUUID	 Identifiant unique	AUUID		
CPTANALIN  	CAL	CCE	 Dimension analytique	CCE		"[CCE]CCE0=DIE(indice);CCE(indice)"
CPTANALIN  	CAL	COA	 Code de carte	COA		[COA]COA0=[CAL]COA
CPTANALIN  	CAL	CPLCLE	 Complément clé	A	30	
CPTANALIN  	CAL	CREDATTIM	 Date et heure	ADATIM		
